image_path,true_label,true_class,pred_label,pred_class
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\AnnualCrop\AnnualCrop_2552.jpg,0,AnnualCrop,5,Pasture
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_45.jpg,6,PermanentCrop,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\SeaLake\SeaLake_2540.jpg,9,SeaLake,1,Forest
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_338.jpg,6,PermanentCrop,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Pasture\Pasture_900.jpg,5,Pasture,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_1708.jpg,3,Highway,4,Industrial
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Pasture\Pasture_1128.jpg,5,Pasture,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_2989.jpg,7,Residential,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Pasture\Pasture_355.jpg,5,Pasture,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_1055.jpg,3,Highway,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_2459.jpg,6,PermanentCrop,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_2192.jpg,8,River,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Pasture\Pasture_1562.jpg,5,Pasture,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\SeaLake\SeaLake_2545.jpg,9,SeaLake,1,Forest
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_1143.jpg,3,Highway,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\AnnualCrop\AnnualCrop_613.jpg,0,AnnualCrop,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Pasture\Pasture_1103.jpg,5,Pasture,1,Forest
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_2811.jpg,7,Residential,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_2384.jpg,6,PermanentCrop,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_372.jpg,2,HerbaceousVegetation,5,Pasture
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_826.jpg,7,Residential,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_1261.jpg,2,HerbaceousVegetation,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_659.jpg,7,Residential,9,SeaLake
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_335.jpg,3,Highway,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Forest\Forest_1291.jpg,1,Forest,5,Pasture
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\SeaLake\SeaLake_2439.jpg,9,SeaLake,1,Forest
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_1594.jpg,3,Highway,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_59.jpg,8,River,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_1374.jpg,2,HerbaceousVegetation,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Forest\Forest_2212.jpg,1,Forest,9,SeaLake
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Industrial\Industrial_643.jpg,4,Industrial,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_455.jpg,3,Highway,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_297.jpg,7,Residential,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\SeaLake\SeaLake_1429.jpg,9,SeaLake,1,Forest
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_458.jpg,8,River,9,SeaLake
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\AnnualCrop\AnnualCrop_2397.jpg,0,AnnualCrop,9,SeaLake
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_2513.jpg,2,HerbaceousVegetation,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\SeaLake\SeaLake_445.jpg,9,SeaLake,1,Forest
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_1553.jpg,2,HerbaceousVegetation,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_1863.jpg,7,Residential,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_381.jpg,8,River,5,Pasture
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_1777.jpg,3,Highway,4,Industrial
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\AnnualCrop\AnnualCrop_2788.jpg,0,AnnualCrop,5,Pasture
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_2117.jpg,8,River,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\SeaLake\SeaLake_1754.jpg,9,SeaLake,5,Pasture
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_2119.jpg,3,Highway,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_114.jpg,8,River,3,Highway
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_2420.jpg,2,HerbaceousVegetation,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Forest\Forest_2573.jpg,1,Forest,5,Pasture
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_1060.jpg,6,PermanentCrop,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_592.jpg,6,PermanentCrop,5,Pasture
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_2692.jpg,2,HerbaceousVegetation,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_338.jpg,8,River,3,Highway
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_473.jpg,7,Residential,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_2865.jpg,2,HerbaceousVegetation,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Pasture\Pasture_1010.jpg,5,Pasture,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_561.jpg,7,Residential,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Forest\Forest_1289.jpg,1,Forest,5,Pasture
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_1125.jpg,8,River,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\SeaLake\SeaLake_707.jpg,9,SeaLake,1,Forest
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_1174.jpg,8,River,3,Highway
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Forest\Forest_863.jpg,1,Forest,9,SeaLake
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_820.jpg,2,HerbaceousVegetation,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_794.jpg,2,HerbaceousVegetation,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_639.jpg,3,Highway,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Industrial\Industrial_2461.jpg,4,Industrial,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Industrial\Industrial_442.jpg,4,Industrial,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_927.jpg,8,River,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_537.jpg,7,Residential,4,Industrial
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_337.jpg,2,HerbaceousVegetation,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_422.jpg,3,Highway,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_871.jpg,8,River,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_1534.jpg,7,Residential,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_1077.jpg,3,Highway,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Industrial\Industrial_1453.jpg,4,Industrial,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_2026.jpg,7,Residential,5,Pasture
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_1069.jpg,3,Highway,9,SeaLake
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_343.jpg,8,River,3,Highway
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_854.jpg,3,Highway,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_1536.jpg,3,Highway,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\AnnualCrop\AnnualCrop_994.jpg,0,AnnualCrop,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\SeaLake\SeaLake_2139.jpg,9,SeaLake,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_1769.jpg,8,River,3,Highway
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_1497.jpg,7,Residential,3,Highway
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_906.jpg,8,River,3,Highway
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Industrial\Industrial_925.jpg,4,Industrial,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_1399.jpg,8,River,4,Industrial
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_1035.jpg,3,Highway,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_2081.jpg,2,HerbaceousVegetation,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_217.jpg,6,PermanentCrop,5,Pasture
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_1584.jpg,6,PermanentCrop,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_2167.jpg,2,HerbaceousVegetation,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_2410.jpg,2,HerbaceousVegetation,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_494.jpg,6,PermanentCrop,5,Pasture
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Pasture\Pasture_745.jpg,5,Pasture,1,Forest
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_496.jpg,3,Highway,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_2511.jpg,7,Residential,3,Highway
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_221.jpg,6,PermanentCrop,3,Highway
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\SeaLake\SeaLake_1934.jpg,9,SeaLake,1,Forest
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_380.jpg,2,HerbaceousVegetation,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\SeaLake\SeaLake_2813.jpg,9,SeaLake,1,Forest
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_1478.jpg,7,Residential,3,Highway
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_576.jpg,6,PermanentCrop,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_2288.jpg,3,Highway,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_932.jpg,2,HerbaceousVegetation,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Forest\Forest_599.jpg,1,Forest,9,SeaLake
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_1646.jpg,8,River,1,Forest
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_1177.jpg,6,PermanentCrop,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_2662.jpg,2,HerbaceousVegetation,3,Highway
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_2843.jpg,7,Residential,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_2128.jpg,3,Highway,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_172.jpg,2,HerbaceousVegetation,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_2322.jpg,3,Highway,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_2497.jpg,3,Highway,4,Industrial
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\AnnualCrop\AnnualCrop_575.jpg,0,AnnualCrop,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_2472.jpg,3,Highway,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_621.jpg,6,PermanentCrop,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\SeaLake\SeaLake_754.jpg,9,SeaLake,1,Forest
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_1564.jpg,7,Residential,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_694.jpg,8,River,3,Highway
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\AnnualCrop\AnnualCrop_1676.jpg,0,AnnualCrop,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_2445.jpg,2,HerbaceousVegetation,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_278.jpg,7,Residential,4,Industrial
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_2758.jpg,2,HerbaceousVegetation,3,Highway
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\SeaLake\SeaLake_973.jpg,9,SeaLake,5,Pasture
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_2437.jpg,8,River,3,Highway
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\AnnualCrop\AnnualCrop_592.jpg,0,AnnualCrop,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Industrial\Industrial_704.jpg,4,Industrial,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_2633.jpg,7,Residential,4,Industrial
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\AnnualCrop\AnnualCrop_1443.jpg,0,AnnualCrop,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_33.jpg,6,PermanentCrop,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_208.jpg,3,Highway,9,SeaLake
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\AnnualCrop\AnnualCrop_1765.jpg,0,AnnualCrop,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_2227.jpg,8,River,1,Forest
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_1794.jpg,8,River,3,Highway
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Industrial\Industrial_1410.jpg,4,Industrial,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_1779.jpg,3,Highway,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Forest\Forest_103.jpg,1,Forest,9,SeaLake
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_2872.jpg,7,Residential,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_179.jpg,2,HerbaceousVegetation,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Pasture\Pasture_1230.jpg,5,Pasture,9,SeaLake
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_1289.jpg,3,Highway,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_667.jpg,7,Residential,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_2270.jpg,8,River,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_653.jpg,3,Highway,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_580.jpg,8,River,1,Forest
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_2236.jpg,2,HerbaceousVegetation,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_131.jpg,3,Highway,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_1732.jpg,3,Highway,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_1062.jpg,6,PermanentCrop,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_613.jpg,3,Highway,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_1442.jpg,3,Highway,4,Industrial
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_2444.jpg,7,Residential,4,Industrial
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_2976.jpg,2,HerbaceousVegetation,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Forest\Forest_2470.jpg,1,Forest,9,SeaLake
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Industrial\Industrial_1471.jpg,4,Industrial,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_1965.jpg,2,HerbaceousVegetation,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_1201.jpg,6,PermanentCrop,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Industrial\Industrial_565.jpg,4,Industrial,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_553.jpg,7,Residential,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_1415.jpg,2,HerbaceousVegetation,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_483.jpg,6,PermanentCrop,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\AnnualCrop\AnnualCrop_495.jpg,0,AnnualCrop,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_60.jpg,7,Residential,8,River
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Industrial\Industrial_438.jpg,4,Industrial,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_1064.jpg,3,Highway,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\SeaLake\SeaLake_127.jpg,9,SeaLake,1,Forest
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_934.jpg,6,PermanentCrop,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Pasture\Pasture_177.jpg,5,Pasture,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Residential\Residential_1315.jpg,7,Residential,3,Highway
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_467.jpg,6,PermanentCrop,2,HerbaceousVegetation
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_489.jpg,8,River,3,Highway
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_1881.jpg,8,River,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_2173.jpg,2,HerbaceousVegetation,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\AnnualCrop\AnnualCrop_2991.jpg,0,AnnualCrop,6,PermanentCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\HerbaceousVegetation\HerbaceousVegetation_594.jpg,2,HerbaceousVegetation,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\PermanentCrop\PermanentCrop_1009.jpg,6,PermanentCrop,7,Residential
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Pasture\Pasture_1412.jpg,5,Pasture,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\River\River_2217.jpg,8,River,0,AnnualCrop
D:\PythonCode\Fdeeplearning\hw1_mlp_eurosat\data\EuroSAT_RGB\Highway\Highway_2211.jpg,3,Highway,6,PermanentCrop
